Palavras,Solucoes
"('w', 't', 'o', '-', 'o', '-', 't', '-', 'w')",46
"('w', '-', '-', 'o', 't', 'w', '-', 'o', 't')",77
"('t', '-', '-', 'w', '-', 'o', 't', 'o', 'w')",0
"('-', '-', 'w', 't', 'o', 'o', '-', 'w', 't')",54
"('-', 'o', 'o', 't', '-', 'w', '-', 'w', 't')",54
"('o', '-', '-', 'w', 't', 'o', 'w', '-', 't')",0
"('-', 'o', 't', 'w', '-', '-', 'o', 't', 'w')",51
"('w', '-', '-', 't', 'o', 't', 'o', 'w', '-')",45
"('o', '-', '-', 't', '-', 'w', 't', 'w', 'o')",0
"('o', '-', '-', 'w', 't', 'o', '-', 't', 'w')",95
"('t', 't', '-', 'o', 'o', 'w', '-', 'w', '-')",48
"('-', 'w', 'w', 'o', '-', '-', 't', 'o', 't')",62
"('w', 'o', '-', 'o', '-', '-', 't', 'w', 't')",68
"('t', 't', 'o', 'w', '-', '-', '-', 'o', 'w')",54
"('t', '-', 'o', '-', 'o', 'w', 'w', '-', 't')",56
"('w', 'o', 'w', '-', 'o', '-', '-', 't', 't')",68
"('-', 't', '-', 'o', 't', 'o', '-', 'w', 'w')",68
"('w', 'o', 'w', '-', '-', 't', 'o', 't', '-')",56
"('o', '-', 'w', 't', '-', 't', 'o', 'w', '-')",0
"('w', 'o', '-', 'w', '-', 'o', 't', 't', '-')",56
"('t', '-', '-', 'w', 'o', 'o', '-', 't', 'w')",50
"('w', 't', '-', 'o', 'w', 't', '-', '-', 'o')",66
"('t', '-', 'w', '-', '-', 'o', 'w', 't', 'o')",0
"('w', 'o', 'o', 't', 't', '-', '-', 'w', '-')",56
"('-', '-', 'o', 'w', 'o', 't', 't', '-', 'w')",56
"('t', 'o', 'o', 'w', 't', '-', '-', 'w', '-')",56
"('-', 'w', 't', 'o', '-', 'o', '-', 't', 'w')",72
"('o', 'o', '-', '-', 'w', '-', 't', 't', 'w')",48
"('o', '-', 't', '-', 'w', 'w', 'o', 't', '-')",0
"('o', 'w', 't', 'o', '-', '-', '-', 't', 'w')",77
"('-', '-', 't', '-', 'o', 'o', 'w', 't', 'w')",52
"('-', 'o', 't', 't', 'w', '-', 'w', '-', 'o')",68
"('t', 'w', 'o', 't', '-', 'w', 'o', '-', '-')",69
"('-', 'o', '-', '-', 'w', 'w', 't', 'o', 't')",60
"('-', 'w', '-', '-', 'o', 'o', 'w', 't', 't')",46
"('o', 'o', 't', '-', '-', 't', 'w', 'w', '-')",53
"('w', 'o', 't', 'o', 'w', '-', '-', 't', '-')",48
"('-', 't', '-', 'w', 'o', 'w', '-', 'o', 't')",0
"('-', 't', 'w', 'o', '-', '-', 'o', 'w', 't')",0
"('o', '-', 'o', '-', 'w', 't', 'w', 't', '-')",56
"('o', '-', 't', '-', '-', 'w', 't', 'o', 'w')",0
"('w', '-', 'o', 'o', 't', 'w', '-', 't', '-')",0
"('o', '-', 'w', '-', 't', 'w', 'o', '-', 't')",0
"('o', '-', 'o', 'w', '-', 't', '-', 'w', 't')",0
"('w', 'o', 'w', '-', 't', '-', 't', 'o', '-')",65
"('o', '-', '-', 't', 'o', 'w', 'w', 't', '-')",71
"('o', 't', '-', 'w', 't', 'w', '-', 'o', '-')",73
"('-', 'o', '-', 'w', 'w', 't', '-', 'o', 't')",0
"('-', 'w', 'w', 'o', '-', 't', 't', '-', 'o')",56
"('o', 't', '-', 't', '-', 'w', 'o', 'w', '-')",0
"('-', 'o', '-', 't', 'w', 'w', 'o', 't', '-')",44
"('-', 'w', 'o', 't', 't', 'o', 'w', '-', '-')",53
"('-', '-', 'w', 'o', 'w', 't', 't', '-', 'o')",56
"('-', 'w', 'o', 't', 'w', 't', 'o', '-', '-')",66
"('w', '-', 'w', '-', 't', '-', 't', 'o', 'o')",70
"('o', 'o', 'w', 't', 't', '-', '-', '-', 'w')",0
"('w', '-', 'o', '-', 'w', 'o', 't', '-', 't')",71
"('t', '-', '-', 'o', 't', 'o', '-', 'w', 'w')",99
"('t', 't', 'o', '-', '-', 'o', 'w', '-', 'w')",71
"('-', 't', '-', '-', 'w', 'o', 't', 'w', 'o')",0
"('t', '-', 'w', 't', '-', '-', 'w', 'o', 'o')",62
"('o', '-', '-', 't', 'w', 'o', 'w', '-', 't')",69
"('t', 'w', 't', '-', 'w', 'o', '-', '-', 'o')",0
"('w', 'o', '-', 't', 'o', '-', 't', 'w', '-')",0
"('-', 'w', '-', 'o', 'o', '-', 't', 'w', 't')",0
"('-', 'o', 'w', 't', 'o', 't', '-', 'w', '-')",57
"('o', '-', 'o', '-', '-', 't', 't', 'w', 'w')",74
"('-', '-', '-', 'w', 't', 'w', 'o', 't', 'o')",0
"('-', 'o', '-', 't', 'o', '-', 'w', 'w', 't')",38
"('w', 'o', 't', 't', 'o', '-', '-', '-', 'w')",55
"('t', 'o', 'o', '-', 't', '-', '-', 'w', 'w')",36
"('-', '-', 'w', 'o', 't', 't', 'o', '-', 'w')",0
"('o', 'w', 't', 't', 'w', 'o', '-', '-', '-')",42
"('-', 'w', 't', 'o', '-', 'o', 't', '-', 'w')",86
"('t', 'o', 'o', 'w', '-', '-', 'w', '-', 't')",0
"('w', 'o', 'w', '-', 'o', 't', '-', '-', 't')",0
"('t', '-', 'o', '-', 't', 'w', '-', 'o', 'w')",90
"('o', 'w', '-', 'w', '-', '-', 't', 'o', 't')",68
"('-', '-', 'o', 'w', 't', 't', '-', 'w', 'o')",0
"('t', 'o', 't', 'w', 'o', '-', '-', 'w', '-')",73
"('t', 'w', 'o', '-', '-', 'w', '-', 'o', 't')",54
"('-', '-', 'w', '-', 't', 'o', 'o', 'w', 't')",80
"('t', 'o', 'w', '-', 't', '-', 'w', 'o', '-')",0
"('o', '-', 't', 'w', 'o', '-', 'w', '-', 't')",0
"('w', 'o', '-', 'o', 'w', 't', 't', '-', '-')",56
"('o', 't', '-', 'w', 't', 'o', '-', 'w', '-')",73
"('-', 'w', '-', 'o', 'o', '-', 'w', 't', 't')",52
"('t', 'o', 't', 'w', '-', 'o', '-', 'w', '-')",58
"('-', 't', 'o', 't', '-', 'w', '-', 'w', 'o')",90
"('-', '-', 't', 'w', 't', 'o', 'o', 'w', '-')",57
"('-', 'o', 'o', '-', 't', 't', 'w', '-', 'w')",8
"('w', 'o', '-', 'o', 'w', '-', 't', '-', 't')",20
"('-', 'w', '-', 't', 'o', 't', 'w', '-', 'o')",68
"('t', '-', 'o', 'o', '-', 'w', 'w', '-', 't')",48
"('-', 'o', '-', 'w', '-', 't', 'w', 't', 'o')",0
"('-', '-', '-', 'o', 't', 't', 'w', 'o', 'w')",62
"('o', 'w', '-', '-', 'w', 't', 't', '-', 'o')",62
"('-', 'o', '-', 'o', 'w', 'w', 't', '-', 't')",84
"('t', 'o', 't', 'o', 'w', '-', '-', 'w', '-')",0
"('-', 'o', '-', '-', 'w', 't', 'o', 'w', 't')",0
"('o', 't', '-', '-', 'o', 'w', 't', 'w', '-')",63
"('w', '-', 'o', '-', 'w', 't', 'o', 't', '-')",63
"('-', 'o', 'w', '-', 't', 'o', 'w', 't', '-')",90
"('o', '-', 'w', 'o', '-', 't', 'w', 't', '-')",72
"('-', 'w', 'o', '-', 'w', 'o', 't', 't', '-')",48
"('t', '-', 't', 'w', 'o', 'o', '-', 'w', '-')",58
"('o', 't', '-', 'o', '-', '-', 'w', 'w', 't')",58
"('-', 't', 'o', 'w', 'o', '-', '-', 'w', 't')",67
"('o', '-', 'w', 't', 'w', 't', '-', 'o', '-')",58
"('-', 'w', 'o', '-', 'w', 't', 'o', '-', 't')",0
"('-', 'w', 'o', 't', 'w', '-', 't', '-', 'o')",0
"('t', 'w', 'w', '-', '-', 't', 'o', 'o', '-')",84
"('o', '-', 'w', 'o', 'w', 't', '-', 't', '-')",58
"('o', 'w', 't', '-', 'w', '-', '-', 't', 'o')",54
"('o', 'o', 't', 't', 'w', 'w', '-', '-', '-')",93
"('-', '-', 't', 'o', 'o', '-', 't', 'w', 'w')",93
"('-', '-', 'w', 't', 'w', 'o', 'o', 't', '-')",57
"('o', '-', 'w', 't', 'o', '-', 't', 'w', '-')",0
"('t', '-', 't', '-', '-', 'w', 'w', 'o', 'o')",74
"('t', '-', 'o', 'w', '-', 'w', '-', 'o', 't')",64
"('t', '-', 'w', '-', 'w', 't', '-', 'o', 'o')",21
"('o', 't', 'o', '-', '-', 'w', 't', '-', 'w')",0
"('o', '-', 'o', 'w', 't', 'w', '-', '-', 't')",56
"('t', 'o', '-', '-', 'w', 'o', '-', 't', 'w')",67
"('-', '-', 'o', 't', 't', 'o', 'w', 'w', '-')",53
"('-', 'o', '-', 'w', 'w', 'o', 't', '-', 't')",84
"('o', '-', 'w', '-', 't', 'o', '-', 'w', 't')",72
"('t', 't', 'w', '-', '-', 'o', '-', 'o', 'w')",90
"('t', 'o', '-', 'w', 'o', '-', 'w', '-', 't')",0
"('t', '-', 't', '-', 'o', 'o', '-', 'w', 'w')",21
"('t', '-', 'w', 'w', '-', 't', 'o', 'o', '-')",32
"('o', 'w', 'o', '-', '-', '-', 't', 't', 'w')",75
"('-', 'o', '-', 't', 'w', 't', 'w', 'o', '-')",65
"('w', '-', 'o', 'o', 'w', 't', '-', '-', 't')",0
"('t', '-', '-', '-', 't', 'o', 'o', 'w', 'w')",93
"('o', 'w', 'w', '-', 'o', '-', 't', 't', '-')",33
"('-', 'o', 'w', 'w', '-', '-', 't', 't', 'o')",75
"('-', 't', '-', 'o', 'o', 't', 'w', '-', 'w')",84
"('w', '-', 't', '-', 'o', 'w', '-', 't', 'o')",72
"('-', 't', '-', 'o', 'w', '-', 'w', 't', 'o')",60
"('-', '-', 't', 'o', '-', 'w', 'o', 't', 'w')",0
"('-', 'w', 't', '-', 'o', 't', 'w', 'o', '-')",80
"('-', 'w', 'w', '-', '-', 't', 't', 'o', 'o')",48
"('w', 'o', '-', 't', '-', 'w', 't', '-', 'o')",0
"('o', 'o', 'w', '-', 'w', '-', '-', 't', 't')",36
"('-', '-', 'w', 't', 'w', 't', 'o', '-', 'o')",36
"('-', 'o', 'w', 't', 'w', '-', 't', '-', 'o')",0
"('t', 'w', '-', 't', '-', 'w', 'o', '-', 'o')",79
"('-', 'o', 'w', 'w', '-', 'o', '-', 't', 't')",21
"('w', '-', '-', 't', 'w', '-', 'o', 'o', 't')",72
"('w', 'o', 't', 'w', 't', '-', '-', 'o', '-')",60
"('t', 'w', 'o', 'o', '-', 'w', '-', '-', 't')",65
"('-', 'w', 't', '-', 't', 'o', '-', 'o', 'w')",24
"('t', '-', 'w', 'o', 'o', 't', '-', 'w', '-')",75
"('-', '-', 't', 'w', 't', 'o', 'o', '-', 'w')",56
"('-', 'o', '-', 'w', 't', 't', 'o', '-', 'w')",46
"('t', '-', '-', 'w', 'o', 't', 'w', 'o', '-')",0
"('-', '-', 'w', '-', 't', 'w', 'o', 't', 'o')",90
"('o', '-', 'o', 'w', '-', 't', 'w', 't', '-')",0
"('w', 't', 't', 'o', 'o', 'w', '-', '-', '-')",93
"('w', 'w', 't', '-', 'o', '-', 't', '-', 'o')",83
"('-', 'w', 'o', 'o', 'w', 't', 't', '-', '-')",66
"('-', 'w', 't', 't', 'o', '-', '-', 'o', 'w')",0
"('o', '-', 't', '-', 'w', '-', 'o', 'w', 't')",0
"('-', 'w', 'o', '-', 't', 't', 'w', '-', 'o')",0
"('w', '-', 't', 't', 'o', 'o', '-', 'w', '-')",58
"('-', 'w', 'w', 't', '-', 'o', '-', 't', 'o')",0
"('t', '-', '-', 'o', 't', '-', 'w', 'w', 'o')",72
"('-', 'w', 't', 't', '-', 'w', '-', 'o', 'o')",21
"('t', 'o', '-', '-', '-', 'w', 't', 'o', 'w')",0
"('-', 'w', 't', '-', 'o', 'o', '-', 't', 'w')",24
"('w', '-', 't', 'o', '-', 'o', 'w', '-', 't')",0
"('-', 'o', 't', 't', '-', 'o', 'w', 'w', '-')",84
"('w', 't', '-', '-', 'o', 'w', '-', 't', 'o')",0
"('o', '-', '-', 'w', 'w', '-', 't', 'o', 't')",68
"('o', '-', '-', 'o', 't', '-', 'w', 't', 'w')",90
"('w', 't', '-', 'o', '-', '-', 't', 'w', 'o')",44
"('o', 't', 'w', '-', 't', 'w', '-', 'o', '-')",59
"('o', 'w', '-', '-', 'o', 't', 'w', '-', 't')",120
"('o', 't', '-', 'o', 'w', '-', 't', 'w', '-')",80
"('-', '-', 'o', '-', 'w', 'o', 'w', 't', 't')",42
"('o', 'w', 't', '-', '-', 'o', '-', 't', 'w')",72
"('t', 't', 'o', '-', '-', '-', 'w', 'o', 'w')",67
"('-', 'w', 'w', 't', 'o', '-', '-', 't', 'o')",67
"('t', 'w', 'w', 'o', '-', '-', 't', 'o', '-')",0
"('o', '-', 't', 't', 'w', 'w', '-', '-', 'o')",65
"('-', 't', 'w', '-', '-', 'w', 'o', 't', 'o')",90
"('w', '-', 't', 't', 'w', '-', 'o', '-', 'o')",33
"('t', 'w', '-', 'w', 'o', 't', 'o', '-', '-')",70
"('-', 't', 'o', 'o', '-', 'w', 't', '-', 'w')",0
"('t', 'w', '-', 'w', '-', 'o', 't', 'o', '-')",0
"('w', 't', 'o', '-', '-', 'o', 'w', 't', '-')",0
"('o', 't', 'o', 'w', '-', 'w', '-', 't', '-')",0
"('-', 't', '-', '-', 'o', 'w', 'o', 'w', 't')",62
"('-', '-', 'w', 't', 'w', 'o', 't', '-', 'o')",0
"('t', 'o', '-', 'w', 't', '-', 'w', '-', 'o')",0
"('-', 'w', 'w', 'o', '-', '-', 't', 't', 'o')",71
"('-', '-', 'w', 'o', 'w', '-', 't', 't', 'o')",71
"('-', '-', '-', 'w', 't', 'o', 'w', 'o', 't')",0
"('-', 'w', 't', 'o', 't', 'w', 'o', '-', '-')",0
"('o', '-', '-', '-', 'w', 't', 'w', 'o', 't')",105
"('o', '-', 't', 't', '-', 'w', '-', 'w', 'o')",64
"('-', 't', '-', 'o', 't', 'w', '-', 'o', 'w')",85
"('-', 'w', 'o', 'o', 't', 't', '-', 'w', '-')",75
"('o', 'o', 'w', 't', '-', '-', 'w', '-', 't')",72
"('-', 'o', 'w', 'w', '-', 'o', 't', 't', '-')",84
"('w', 'w', 'o', '-', '-', 'o', 't', '-', 't')",71
"('-', 't', 't', '-', 'o', 'o', '-', 'w', 'w')",200
"('o', 't', '-', 'w', 't', 'o', '-', '-', 'w')",55
"('t', 't', '-', 'o', 'w', '-', 'w', 'o', '-')",36
"('w', 't', '-', '-', '-', 'o', 't', 'w', 'o')",105
"('-', '-', 'o', 't', 'w', 'o', 'w', 't', '-')",48
"('t', '-', '-', '-', 'w', 'o', 'o', 'w', 't')",75
"('o', 't', 'o', 't', 'w', '-', '-', '-', 'w')",79
"('w', 't', 'o', 'o', '-', '-', '-', 't', 'w')",95
"('w', '-', 'o', 'w', 'o', 't', '-', 't', '-')",58
"('-', 'o', 'w', 't', '-', 'w', 'o', 't', '-')",48
"('-', 'w', 'w', 't', 'o', 'o', '-', 't', '-')",48
"('w', '-', '-', 'w', 't', 'o', 'o', 't', '-')",85
"('t', '-', 'w', 'w', 'o', '-', 'o', 't', '-')",45
"('-', 't', 'w', 'w', '-', 'o', 'o', 't', '-')",105
"('t', 't', '-', '-', 'w', 'o', 'w', 'o', '-')",63
"('t', 'o', 't', 'w', 'w', '-', 'o', '-', '-')",70
"('o', 'o', 't', '-', 't', '-', 'w', 'w', '-')",33
"('t', 'o', 'w', '-', '-', 'o', '-', 'w', 't')",54
"('o', 'w', 'o', '-', '-', 'w', '-', 't', 't')",21
"('t', '-', '-', 'o', 'w', 'w', 't', 'o', '-')",0
"('o', 'w', '-', 'o', 'w', 't', 't', '-', '-')",67
"('-', '-', 't', '-', 'o', 't', 'w', 'w', 'o')",58
"('o', '-', 't', '-', 'o', 'w', 'w', '-', 't')",0
"('t', 'o', 'w', '-', 'o', '-', 'w', '-', 't')",62
"('w', 't', 'o', '-', '-', 'w', 'o', 't', '-')",105
"('t', '-', 'o', '-', 'o', 't', 'w', '-', 'w')",36
"('t', 'w', 'o', '-', 'o', 'w', 't', '-', '-')",0
"('w', '-', 'w', 'o', 't', '-', '-', 'o', 't')",77
"('t', 'o', 't', 'w', '-', '-', 'w', 'o', '-')",0
"('t', 'o', '-', 'w', 'o', '-', '-', 'w', 't')",60
"('w', 't', '-', 'o', 'o', 'w', '-', '-', 't')",79
"('w', '-', 't', 'o', 'w', '-', 't', '-', 'o')",72
"('w', 'w', '-', 'o', 'o', '-', 't', 't', '-')",200
"('t', 'o', 'w', '-', '-', 'o', '-', 't', 'w')",0
"('t', '-', 'o', '-', 't', 'w', 'w', 'o', '-')",63
"('t', '-', 't', 'w', '-', '-', 'o', 'w', 'o')",28
"('-', 'o', '-', 'o', 't', 't', 'w', 'w', '-')",33
"('o', 't', '-', '-', 't', 'w', '-', 'o', 'w')",85
"('t', 't', '-', 'w', 'o', 'o', '-', '-', 'w')",66
"('-', '-', 't', '-', 'w', 't', 'o', 'w', 'o')",90
"('o', 't', 'o', '-', 'w', 'w', '-', '-', 't')",71
"('-', 'o', '-', 'w', 'w', 't', '-', 't', 'o')",52
"('o', 'w', '-', 'o', '-', '-', 't', 't', 'w')",58
"('o', '-', 'o', 'w', 't', '-', 't', 'w', '-')",45
"('-', 'w', 'o', '-', '-', 'o', 't', 't', 'w')",58
"('o', '-', 't', 't', '-', 'w', '-', 'o', 'w')",0
"('w', 't', '-', 'o', 't', 'o', 'w', '-', '-')",0
"('-', 'w', 't', 'o', 'w', '-', 'o', '-', 't')",0
"('w', '-', '-', 't', '-', 'o', 'w', 'o', 't')",0
"('w', '-', 'w', '-', 'o', 'o', 't', 't', '-')",84
"('w', 'o', '-', 't', '-', 't', '-', 'w', 'o')",77
"('w', 'o', '-', 't', 'o', '-', 't', '-', 'w')",0
"('w', 'w', 't', 't', 'o', '-', 'o', '-', '-')",70
"('o', 't', '-', 't', 'o', 'w', '-', '-', 'w')",0
"('o', 'w', '-', '-', 't', 't', '-', 'w', 'o')",75
"('-', 'o', '-', '-', 'o', 't', 't', 'w', 'w')",48
"('-', 'w', '-', 'o', 't', 'w', 't', '-', 'o')",46
"('w', '-', 't', 'w', '-', '-', 'o', 't', 'o')",52
"('t', 'o', '-', 'o', 'w', '-', 't', '-', 'w')",0
"('o', 't', '-', '-', 'o', 'w', '-', 't', 'w')",0
"('-', 'o', 't', 'w', 'o', '-', '-', 't', 'w')",54
"('w', 'o', '-', 't', 'w', 't', '-', 'o', '-')",0
"('t', 'o', 'w', 't', '-', 'w', '-', 'o', '-')",85
"('-', 't', 'o', 'o', '-', 'w', 'w', 't', '-')",105
"('t', 'w', 'o', 't', 'w', '-', '-', '-', 'o')",100
"('t', 't', 'w', '-', 'w', 'o', '-', '-', 'o')",0
"('-', 'w', '-', 'w', 'o', 't', 'o', 't', '-')",63
"('w', 'o', 'w', 't', 'o', 't', '-', '-', '-')",42
"('t', 'w', 'o', 'w', '-', '-', 't', '-', 'o')",0
"('-', 'o', 'w', 'w', 't', '-', '-', 't', 'o')",0
"('t', 'w', 't', '-', '-', 'o', 'o', 'w', '-')",105
"('t', 'w', 'o', '-', 'w', 't', '-', 'o', '-')",57
"('o', 'w', '-', 't', 't', 'o', 'w', '-', '-')",70
"('o', '-', 'w', 't', 't', 'o', '-', 'w', '-')",75
"('t', 'o', '-', '-', 'w', '-', 'w', 't', 'o')",52
"('t', 'w', 'w', 'o', '-', '-', 't', '-', 'o')",0
"('t', '-', 'o', 'w', 'o', '-', 'w', '-', 't')",0
"('o', 'w', 't', '-', 'w', 'o', '-', '-', 't')",0
"('-', 't', 'o', 'w', '-', '-', 't', 'w', 'o')",105
"('-', 'w', 'o', '-', 'o', 'w', 't', 't', '-')",20
"('-', 'o', '-', 't', 'w', '-', 'w', 'o', 't')",60
"('t', '-', 't', 'o', 'o', '-', 'w', 'w', '-')",36
"('t', 'w', 'o', '-', '-', 't', '-', 'o', 'w')",72
"('w', 'o', 't', 't', '-', '-', 'w', 'o', '-')",0
"('w', '-', 't', 'o', '-', 'o', '-', 't', 'w')",64
"('-', 't', '-', 'o', '-', 'o', 'w', 'w', 't')",75
"('w', 't', '-', 'o', 'w', '-', 't', '-', 'o')",62
"('t', '-', 't', '-', '-', 'o', 'o', 'w', 'w')",74
"('-', '-', 'w', 't', 't', 'w', 'o', '-', 'o')",71
"('o', 't', 'o', 'w', '-', '-', 'w', 't', '-')",0
"('-', 'w', 't', 'o', 't', '-', '-', 'o', 'w')",67
"('o', 't', 'w', '-', 't', 'w', 'o', '-', '-')",0
"('-', 'o', '-', 'w', 't', '-', 't', 'w', 'o')",52
"('t', 't', 'o', 'w', 'o', 'w', '-', '-', '-')",93
"('-', 't', 'o', 't', '-', 'w', 'o', '-', 'w')",0
"('t', 'o', '-', 'w', 'o', 't', '-', 'w', '-')",73
"('o', 't', '-', 'w', 'w', 'o', '-', 't', '-')",0
"('-', 't', 'o', '-', 't', 'o', 'w', 'w', '-')",48
"('-', 'w', 'w', '-', 't', 'o', '-', 'o', 't')",24
"('t', '-', 'o', 'w', 'o', '-', '-', 't', 'w')",50
"('w', 'w', 'o', '-', '-', 't', 'o', '-', 't')",0
"('-', '-', 'o', 'w', 't', 'o', 't', '-', 'w')",51
"('-', 'w', 't', 'o', '-', 't', 'o', 'w', '-')",0
"('t', 't', 'o', '-', 'o', '-', 'w', 'w', '-')",33
"('w', 't', '-', '-', 'w', 'o', 't', '-', 'o')",120
"('t', '-', 'o', '-', 'o', '-', 'w', 'w', 't')",71
"('-', '-', 'w', 'w', 'o', 't', 'o', '-', 't')",0
"('w', '-', 'o', '-', 'w', 'o', 't', 't', '-')",53
"('w', '-', 'w', 'o', 'o', '-', 't', '-', 't')",33
"('-', '-', 'w', '-', 't', 't', 'o', 'o', 'w')",0
"('o', 't', 'w', '-', 'w', 'o', 't', '-', '-')",69
"('o', 'w', 'o', '-', '-', 't', 'w', '-', 't')",0
"('-', 't', '-', 'w', 'o', 'o', '-', 'w', 't')",67
"('-', 't', '-', 't', 'w', 'w', 'o', 'o', '-')",33
"('o', 'o', '-', 't', '-', 't', '-', 'w', 'w')",99
"('-', '-', 'w', '-', 'o', 'w', 't', 'o', 't')",90
"('-', 'o', 'w', 'o', '-', '-', 't', 't', 'w')",0
"('w', 'o', '-', 't', 't', '-', 'o', 'w', '-')",36
"('o', '-', 'w', 'w', '-', '-', 't', 'o', 't')",28
"('w', 'o', 'w', '-', 't', '-', 'o', '-', 't')",68
"('w', '-', 't', 'w', '-', 'o', 't', '-', 'o')",0
"('w', 'o', 'o', '-', 't', 't', '-', '-', 'w')",28
"('-', 't', '-', 'w', 'o', '-', 't', 'w', 'o')",52
"('w', '-', 't', 'o', 'w', 'o', '-', '-', 't')",0
"('-', '-', 't', 't', 'w', 'w', '-', 'o', 'o')",21
"('w', 't', '-', 't', '-', 'w', '-', 'o', 'o')",99
"('-', 'w', 't', 't', 'w', '-', '-', 'o', 'o')",68
"('-', 't', 't', 'o', '-', '-', 'o', 'w', 'w')",0
"('o', 't', 'o', '-', 'w', '-', 't', 'w', '-')",65
"('w', '-', 't', 'w', '-', 't', 'o', 'o', '-')",50
"('-', 't', 'w', '-', 'o', 't', 'o', 'w', '-')",48
"('w', 'o', '-', 'w', '-', 't', '-', 't', 'o')",77
"('-', 'w', 't', '-', 'o', 'o', '-', 'w', 't')",960
"('-', 'w', 'o', '-', '-', 'w', 'o', 't', 't')",48
"('t', '-', '-', 'o', '-', 't', 'w', 'w', 'o')",60
"('-', 't', 'o', 't', 'w', '-', 'w', 'o', '-')",63
"('w', '-', 't', 'w', '-', 'o', '-', 't', 'o')",100
"('t', 't', '-', 'w', 'o', 'w', 'o', '-', '-')",70
"('-', 't', 'o', '-', 'w', 'o', '-', 't', 'w')",0
"('-', '-', 't', 'w', 'w', 'o', '-', 'o', 't')",90
"('-', '-', '-', 't', 'w', 'o', 'o', 'w', 't')",75
"('-', 't', 'o', 'o', 'w', 't', '-', 'w', '-')",75
"('t', 'o', 't', '-', '-', '-', 'w', 'w', 'o')",75
"('-', 'w', 'o', 't', '-', '-', 'w', 't', 'o')",105
"('w', 'o', '-', 'o', 'w', 't', '-', '-', 't')",0
"('o', '-', '-', '-', 't', 'o', 'w', 'w', 't')",75
"('t', '-', '-', 'o', '-', 'w', 't', 'w', 'o')",0
"('o', '-', 'o', '-', 'w', '-', 'w', 't', 't')",70
"('w', 'w', '-', 't', '-', 'o', 'o', 't', '-')",71
"('o', '-', 'w', 'o', 'w', 't', 't', '-', '-')",69
"('t', 'o', '-', '-', 'o', 'w', 'w', 't', '-')",76
"('-', '-', 'w', 't', 't', '-', 'o', 'o', 'w')",0
"('w', '-', 'o', 'o', '-', 't', 't', '-', 'w')",48
"('t', 'o', '-', '-', 'o', 't', 'w', 'w', '-')",74
"('t', '-', '-', 'o', 't', 'w', 'w', 'o', '-')",71
"('-', 'w', '-', 't', 'w', 'o', 't', '-', 'o')",0
"('t', 'w', '-', 't', '-', 'w', '-', 'o', 'o')",38
"('o', '-', 'o', '-', '-', 't', 'w', 't', 'w')",42
"('o', '-', 'o', '-', 't', '-', 'w', 'w', 't')",75
"('-', 'w', 'o', 'o', '-', 't', 'w', 't', '-')",56
"('-', 't', 'w', '-', 'o', '-', 't', 'w', 'o')",62
"('-', 'w', 't', 'o', 'o', 't', 'w', '-', '-')",53
"('w', 'w', '-', 'o', 't', 'o', '-', 't', '-')",0
"('o', 't', 'w', '-', 'w', '-', '-', 't', 'o')",75
"('w', 't', '-', 't', '-', '-', 'o', 'w', 'o')",68
"('-', 'w', '-', 't', 't', '-', 'o', 'w', 'o')",0
"('-', '-', 't', 'w', 'o', 't', '-', 'w', 'o')",63
"('w', '-', 'o', 'o', '-', 't', 'w', '-', 't')",0
"('o', 't', 'w', '-', 'o', '-', 't', '-', 'w')",120
"('w', 'o', 't', '-', 'w', 'o', '-', 't', '-')",58
"('t', '-', 'o', '-', 'o', 'w', 'w', 't', '-')",57
"('t', '-', 'o', 't', 'w', '-', 'o', '-', 'w')",80
"('-', 'w', 'w', 't', '-', 'o', 't', 'o', '-')",0
"('t', '-', '-', 'w', 'o', 'w', 'o', 't', '-')",45
"('t', 'o', 'o', 'w', 't', '-', '-', '-', 'w')",66
"('-', 'w', '-', '-', 't', 't', 'w', 'o', 'o')",46
"('t', '-', 'w', 't', 'w', 'o', '-', '-', 'o')",0
"('-', 'o', '-', 't', 'w', 'o', '-', 'w', 't')",75
"('t', '-', 't', 'o', '-', 'w', 'w', 'o', '-')",86
"('-', 'o', 't', '-', 'o', '-', 't', 'w', 'w')",48
"('w', 'w', 't', 'o', 't', '-', '-', 'o', '-')",56
"('t', 'w', 'o', '-', '-', 'w', 't', 'o', '-')",0
"('w', 'w', 'o', '-', '-', 'o', 't', 't', '-')",53
"('w', 'o', 't', '-', 'o', '-', 'w', 't', '-')",0
"('o', '-', 't', 'o', 'w', '-', '-', 't', 'w')",77
"('o', 'o', '-', '-', 'w', 'w', 't', '-', 't')",84
"('t', '-', 'o', 'w', 'w', 'o', '-', '-', 't')",57
"('-', 'o', '-', 'o', 't', 'w', 'w', '-', 't')",83
"('o', 'o', '-', 't', '-', 'w', 't', 'w', '-')",0
"('t', 'o', 'w', 'o', '-', 't', '-', '-', 'w')",0
"('o', 't', 'w', '-', '-', '-', 'w', 'o', 't')",76
"('-', 'w', '-', 'o', 't', '-', 'w', 't', 'o')",60
"('o', 'w', 't', '-', '-', 't', 'w', '-', 'o')",51
"('-', '-', 't', 'o', '-', 't', 'w', 'o', 'w')",58
"('w', 'o', '-', '-', '-', 't', 'w', 'o', 't')",0
"('t', 't', 'o', 'o', 'w', '-', '-', '-', 'w')",79
"('-', 'w', '-', 'o', '-', 'o', 'w', 't', 't')",70
